pathway	M100	M101	M102	M103	M104	M105	M106	M107	M108	M109	M10	M110	M111	M113	M114	M116	M117	M11	M12	M13	M14	M15	M16	M17	M18	M19	M1	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M2	M30	M31	M32	M33	M34	M35	M36	M37	M38	M39	M3	M40	M41	M42	M43	M44	M45	M46	M47	M48	M49	M4	M50	M51	M52	M53	M54	M55	M56	M57	M58	M59	M5	M60	M61	M62	M63	M64	M65	M66	M67	M68	M69	M6	M70	M71	M72	M73	M74	M75	M76	M77	M78	M79	M7	M80	M81	M82	M83	M84	M85	M86	M87	M88	M89	M8	M90	M91	M92	M93	M94	M95	M96	M97	M98	M99	M9
CODH-PWY	247.0462	275.9297	874.2755	1272.7618	762.6093	1395.8388	1668.0629	1556.163	1348.3224	1307.0582	826.5647	2166.9281	697.3307	575.0991	828.5261	1351.8033	806.83	1216.2842	369.6974	444.6367	431.2288	764.097	1780.4822	434.3739	633.3168	694.1491	691.562	1042.4972	198.5529	466.3769	765.0136	513.2955	304.5831	440.325	313.9485	938.4536	279.317	512.5087	6.3526	459.5402	1039.4964	613.6946	473.7642	350.9195	248.0094	1095.1856	863.7639	1139.3169	629.4078	950.2033	201.1589	702.5136	397.1663	509.7817	917.9465	169.498	536.2321	837.992	510.0937	284.1487	691.2026	1771.0665	646.6205	1199.6536	286.2757	2875.5821	3371.0159	659.2626	1046.3066	605.1813	333.0832	49.6522	575.7093	900.0197	480.0091	2832.3259	776.8011	441.0861	1127.4574	379.9215	745.6766	753.5324	1074.2479	2345.4369	424.9386	1815.7019	883.2748	3323.1547	1052.6864	1981.1189	2363.0832	2503.6613	795.5703	3935.9971	2720.4518	4632.9501	3639.0893	1430.4368	15935.0278	3589.4692	2084.9064	6242.2247	1018.9823	1890.76	949.4497	1254.8154	1045.0809	860.2384	965.6462	2170.4237	2987.7935	487.6164	610.9559	399.9328	582.6845
COLANSYN-PWY	2971.8767	4670.4092	22143.3462	18610.1376	9238.0147	24236.657	34944.4729	28091.1134	15137.2702	22089.8873	16996.7041	16577.9994	19783.0988	8576.745	15664.0696	19002.3933	14557.8944	19916.1528	12479.4153	7367.8292	6612.6071	11410.7834	25778.8215	7584.283	12667.4831	7997.2864	13187.7684	22230.8452	272.3367	10696.7198	18024.0763	10846.3256	5639.7094	10399.3688	6179.1681	20183.3152	4396.1436	8528.3239	126.215	6857.2762	16960.7057	11088.477	8633.3136	7733.2272	4109.449	23447.5894	14828.3247	18189.0358	14510.8292	18904.4973	3213.5688	10952.0319	6637.4436	6302.1468	15886.1894	4304.36	15213.6298	16303.0825	9560.1505	8149.0031	13687.61	14892.8165	12323.2641	25617.9803	5310.8486	55425.2828	60500.5054	11507.113	15210.5951	8430.8719	5520.2619	6898.9727	9823.3935	9585.5434	7254.5522	43011.464	13702.6444	8587.7852	12340.1538	7094.9	13235.1454	11304.8265	38055.9642	63447.6221	10846.2039	30757.1248	9446.2273	22226.0123	30876.2107	13488.6413	37552.9359	42568.2245	10058.8456	48961.1572	37274.5868	54970.6488	46917.3377	26523.2819	79475.6842	33425.9424	50654.9676	69321.5121	18591.8048	67086.0235	28460.0409	20809.1968	21755.6965	14607.0052	11515.3871	31976.9989	24818.1164	15618.8184	10081.2794	11049.1584	9912.9875
COMPLETE-ARO-PWY	10899.8449	14266.3135	60327.5528	51200.7787	35260.8485	139380.4303	113707.7655	93189.7248	50642.4534	84125.7229	49007.2784	72902.8774	48833.9497	33437.8773	42509.4673	62152.8536	43988.8615	60345.919	41375.602	25608.289	29212.7359	41269.3108	110072.6378	30207.4313	46522.7088	24445.0338	49287.5197	76309.5554	1759.1608	49516.2138	67040.0402	38301.0652	14838.7667	25830.0653	21662.0242	55652.2159	17741.8617	24929.4311	536.1126	19012.2565	53797.7592	42170.0661	28683.3319	21926.2692	14546.5624	46014.8635	44742.3823	56739.0389	42029.1433	58814.9772	13552.2493	29454.1743	24816.5009	22817.4491	50674.9137	16975.0007	40374.4031	40620.6533	20055.1024	29599.6194	34075.2585	41107.5297	27985.7972	63155.2466	13391.3169	105726.3322	142949.3921	37535.3698	42305.5948	32557.1299	17367.9894	14415.0602	32203.5756	23231.6776	22749.4728	99025.6598	40296.9708	27911.7245	52408.1788	25563.5657	37670.8139	43896.3515	99859.7889	134304.8471	38994.1399	102895.5839	30838.4202	66494.0792	88541.4883	40716.8516	125270.1793	121940.731	38396.4603	160540.6479	95213.5265	132133.544	122269.7168	73899.7964	186961.7336	127850.6676	124341.8039	161647.9496	61585.1977	176819.8237	67183.2864	68455.0483	63195.4855	49017.8889	50773.0108	73621.2869	60785.6389	40558.6651	31246.8102	34697.5276	38683.0
CRNFORCAT-PWY	19.2947	24.5628	545.2137	33.1796	57.2457	0.0	5.971	83.7356	23.8104	0.0	218.8518	48.3498	0.0	0.0	13.6284	105.8212	5.9053	79.8119	81.5097	10.9685	172.7767	727.548	154.5767	46.6357	44.2757	110.678	46.3153	55.6174	0.0	49.6877	49.4062	87.7134	5.5518	22.4786	22.0095	402.3311	24.5927	205.3426	0.0	16.5819	86.8525	47.7007	52.9355	0.0	22.0697	65.6371	82.7605	5.9382	168.5948	8.2962	16.412	17.5161	73.945	19.2972	14.6573	11.5708	114.5934	184.4284	100.3085	46.7455	17.4279	17.4387	2.9879	11.6019	95.5472	417.5271	17.4312	8.256	180.9888	22.3908	227.9579	0.0	38.96	298.7062	65.1631	176.9939	5.7765	135.865	60.3551	66.4914	92.8746	73.2858	22.7726	71.316	76.0383	143.2834	111.5833	75.5209	479.9847	0.0	41.5451	367.5143	63.0415	128.5016	990.4691	1205.0065	186.2408	61.742	11.8875	234.3828	109.7927	83.0629	400.4565	62.8593	43.6304	36.0568	147.9961	165.344	57.9668	11.6343	2.7855	104.5266	57.1816	22.6834	2.954
DAPLYSINESYN-PWY	8793.5786	11469.2658	41897.0465	40946.6112	24759.4821	118427.6984	91390.252	74883.5982	40461.5854	64270.4317	37068.8849	64075.5908	40275.9911	22268.414	33924.1167	50385.6547	36864.3678	43909.9803	33907.8802	16526.9447	22546.5709	34275.4855	88736.2838	25196.1629	33308.8608	16390.4829	40034.0449	56638.2087	1232.2592	40448.4347	47383.0129	24231.595	13202.0579	21527.3521	15666.4863	43755.0271	14637.5214	19594.0468	323.5006	15302.9662	37969.2637	32370.0658	20966.2098	18850.1919	11584.6468	38542.1944	38892.4817	45560.6983	31487.4519	46715.791	10474.8518	21438.7021	19598.8927	17434.9052	37313.8801	14209.7147	33765.4368	29403.4361	17956.961	23257.0935	24019.91	32979.3438	26382.866	52164.291	10766.6002	84970.0234	106038.8137	31175.5579	34284.4772	25528.1376	11639.0387	10829.831	24606.0716	19579.2522	18783.279	82986.202	32956.3904	22244.0	35966.1027	20250.1771	28348.082	32751.2232	84678.4797	111169.1735	32982.118	79306.1087	23778.2734	40106.6721	60974.9596	28625.5124	94547.4119	92173.1744	24849.3766	115198.0698	72219.0945	95187.3513	97463.7159	66958.1779	156628.8122	105205.5319	88808.0926	135073.3198	47505.8651	147358.0023	59444.0942	56840.9522	47651.8334	40737.6639	34742.2538	65447.0882	43489.4918	35046.8041	22177.7933	27265.9995	27525.5446
DENITRIFICATION-PWY	7.0	9.0	202.0	12.1212	21.0	0.0	2.24	29.0	8.0	0.0	81.0	17.0	0.0	0.0	5.0	38.0	2.0	29.0	29.0	4.0	64.0	272.0	56.0	17.0	16.0	41.0	17.0	23.5838	0.0	18.0	18.0	32.0	2.0	8.0	8.0	150.0	9.0	76.0	0.0	6.0	31.0	17.0	19.0	0.0	8.0	24.0	30.0	2.0	61.0	3.1111	6.0	6.0	27.0	7.0	5.0	4.0	41.2455	68.0	37.0	17.0	6.0	6.1176	1.0	4.0	33.0	153.0	6.3158	3.2727	65.0	8.0	86.0	731.7162	14.0	107.0	23.0	62.0	2.0	49.0	22.0	24.0	34.0	27.1233	8.3288	26.1803	27.2432	51.2464	40.0	27.0	170.0	0.0	15.0	132.0	23.0	47.0	357.2498	443.0	68.0	21.0	4.0	84.0	38.481	29.1234	149.0	23.0	16.1221	13.0	53.0	60.0	21.0	4.0	1.0	38.0	21.0	8.0	1.0
DENOVOPURINE2-PWY	3907.7824	5660.8025	26324.6399	18857.6744	11740.5179	24875.5236	26371.4178	31930.2475	15646.0776	17403.8176	18330.0822	19637.235	22549.0059	8196.0568	15569.9207	24510.0765	16404.0557	25883.692	12377.0354	10125.4202	8251.6071	16642.9315	38662.8104	6162.6611	16483.9448	10473.2589	13075.0717	22762.6438	1588.2099	15572.6861	18180.0431	23860.1432	6193.314	9957.7507	7298.3821	22923.8838	8047.6031	11138.1052	197.702	8227.5232	18133.9739	11510.3298	12504.2036	8382.4151	4836.2333	29343.8515	16371.3536	20712.5951	17997.5075	20641.4807	3946.6864	13540.0149	7837.9223	7853.5815	20069.7654	4502.4114	15539.4516	24934.2829	12292.6197	10624.7643	15223.8476	25151.0704	19837.0423	32294.9714	8703.7913	63887.0877	77744.9606	10907.2936	23418.5272	11987.8606	7386.3435	9328.3411	12050.9047	14021.8084	10279.4629	60979.674	19053.9535	10685.9797	19043.7686	9245.7011	17495.1855	11861.5121	41076.283	89995.2413	13426.2533	34473.6256	13992.4119	28045.9248	36095.01	15843.8131	40703.9111	46649.5454	16717.9495	83991.7403	53057.5428	71467.4038	60831.9277	26619.9624	93851.092	49085.2344	56118.0404	83576.3295	20250.0843	47399.712	35789.8471	25515.1805	22571.4782	20485.5006	10079.7494	37835.5232	32585.3041	15705.2079	12714.2169	14493.8717	10709.2057
DHGLUCONATE-PYR-CAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	674.1492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTDPRHAMSYN-PWY	9490.9221	12356.6915	53598.3951	42393.541	32436.6757	111469.5141	91402.5791	83259.707	45455.2262	67427.8783	42181.2891	64917.1018	42283.1028	28092.0074	38139.603	63650.5835	41742.1391	59565.1935	39302.373	23989.5122	27472.7821	44524.4809	112291.6119	27645.2263	46013.0015	23014.3461	43723.8445	66190.3444	1796.4436	53743.9374	61361.2782	41904.1176	13877.4088	24581.4475	21076.0879	48107.0777	17700.4417	24115.697	308.3993	15619.8332	44010.7472	34646.7699	24650.1321	21376.9678	13333.012	42590.3467	38291.6107	51825.9846	38176.79	49866.0571	12729.3224	25024.2314	20787.3662	19530.0668	46703.603	14711.1438	38176.2718	39756.291	18427.353	29151.8989	28420.1747	42994.7775	24096.9747	58945.8833	14380.5105	98431.7336	146434.1857	32465.4123	42284.3885	31018.6597	15871.0071	12251.0616	30288.7573	23076.0935	22752.3161	111252.001	38579.21	25904.0652	46608.7765	22734.1285	34859.1945	38900.294	83519.9561	131200.8601	38370.7318	101357.8076	32885.8895	64804.4156	92601.2383	35171.6242	118612.441	119399.5378	36548.9503	172950.6323	97594.3493	125833.233	136326.2934	61647.4287	193973.6819	134790.6945	113895.2806	138044.4265	51623.0558	132698.6078	56502.7091	59835.3573	56271.1238	46013.3293	43907.7691	63018.8406	56106.24	38511.432	26435.1502	30355.1817	34452.0611
ECASYN-PWY	0.0	0.6247	284.7803	44.3334	1.6743	94.2135	8.5378	333.9443	162.1832	1.5494	60.5915	12.475	10.7956	6.6559	0.0	46.4346	24.0649	18.4059	10.7886	7.4825	68.9528	11.1056	24.1276	87.0971	122.925	0.0	0.8248	73.9725	0.0	3.3227	149.646	46.4609	73.7402	9.7569	96.9852	9.1583	3.321	0.0	0.0	17.3052	82.2824	0.0	125.4623	1.6735	4.3587	24.5923	29.8129	34.7424	6.6689	64.2245	0.0	19.9273	4.988	23.0797	14.9628	1.6716	389.8923	6.6666	557.3523	10.9165	84.1967	500.7649	0.0	41.7911	89.2925	769.5669	754.2415	58.9063	8.6168	13.2742	12.8085	1464.2538	0.8248	88.2063	4.1684	17.8248	53.7063	2.4973	49.3158	3.3213	37.0987	29.6458	148.4288	91.0972	11.6278	81.7934	14.1277	137.3841	3.4489	1.6743	220.4187	18.0831	12.4745	177.23	90.2246	42.4265	115.8066	7.4791	6.9702	38.5251	188.2617	0.825	99.4275	42.3887	15.8833	9.1611	7.4915	30.7068	8.2931	131.2982	1.6748	0.0	2.4986	112.4023	3.3216
ENTBACSYN-PWY	0.0	14.1358	559.3256	94.3826	3.5706	228.1414	25.079	126.6234	0.0	3.3056	2.6656	26.626	23.0352	3.5698	44.5238	98.8016	3.5718	39.1567	23.0279	15.9203	30.0006	7.7258	3.5726	169.4971	292.9915	0.0	1.7596	37.2348	0.0	7.0865	316.2827	8.8845	161.5699	20.8369	3.5678	19.5281	7.0696	0.0	0.0	36.906	75.4812	0.0	8.887	3.5705	9.3017	230.0812	63.5904	154.1184	14.2059	143.3652	0.0	42.2538	10.6365	1.759	0.0	3.5694	843.4402	14.2138	1127.7716	2.0254	33.5932	984.9229	0.0	109.5245	182.0823	1620.6598	1565.5399	125.577	18.3613	1.7594	27.2214	2246.4576	14.6482	7.9899	8.8895	44.9792	113.7796	5.3273	104.8857	1.7591	0.0	0.0	2889.0928	60.3788	26.3462	26.6279	30.0572	292.8476	7.3563	3.5709	11.5654	38.5927	26.5053	49.4221	191.5485	90.3339	56.7689	0.0	14.8748	44.9822	404.378	1.7599	2.0262	90.3478	33.9577	19.5401	15.9749	65.1419	17.7089	667.4124	3.5717	0.0	5.3239	234.7201	1.7594
FAO-PWY	629.1547	1070.2908	5143.763	3642.744	2377.7922	5161.9167	7082.7684	9428.1628	3446.6727	5103.0535	2974.2461	3528.7233	4028.3534	2368.1228	3029.556	4421.6952	3453.3777	6182.2824	1985.1606	1921.0975	1512.4562	1925.3246	5808.2059	2430.185	3263.8387	829.376	2769.3231	2670.2086	1233.3507	1374.7822	2044.3241	1769.6293	783.9729	1666.8826	1857.4906	4799.4212	683.8326	1734.9071	23.7747	2095.0268	5431.8879	2697.7177	2133.7076	1513.5783	495.9417	7039.1921	3118.0316	2472.8329	5344.0885	5318.3519	819.2644	3027.1605	1049.4396	1537.4334	1309.9105	578.4301	2096.9504	2757.8204	2794.7752	1028.4898	3400.6451	2218.0489	1804.2423	3745.7223	891.6756	9521.5273	10866.9681	2199.9342	2187.1846	1426.179	1798.6645	5885.9824	1374.1301	1257.683	1130.7245	3588.8176	2378.4238	1593.325	2373.7414	1294.2101	3377.1422	3086.8906	4702.2161	8517.0491	2126.6087	6213.9094	1182.1017	3773.947	5184.94	3611.9967	9989.5576	8096.9803	2010.4599	9920.3453	3692.8936	14636.6262	5765.0852	5021.1575	11573.4374	3768.9742	10655.9789	19791.5199	4408.9396	34507.8905	5899.3698	4818.4832	3378.2901	4328.6755	2451.6351	5287.9132	4875.8906	3686.4642	3396.9394	3282.3627	1876.1464
FASYN-ELONG-PWY	6917.7168	9777.5572	43153.8456	27014.8301	18926.7327	21927.4881	38208.4463	57168.1634	24597.6991	33658.9758	32693.7329	34092.8107	33109.8852	17488.1222	26992.9905	42199.2236	25555.7009	49435.1806	26158.7684	18520.0371	20669.741	30587.2387	71731.8433	15656.1739	34208.8087	18216.5207	24643.1731	46017.5355	1300.4031	31375.6045	36470.2395	38746.2436	9005.2945	17400.5747	12944.2511	34881.4991	12583.4807	19489.9039	241.98	11653.7883	27720.4052	19453.6005	19982.9072	14077.71	7212.3019	38853.2901	26334.834	35412.4686	31279.7516	35560.4275	7207.3023	18800.7105	14274.2593	11377.1388	33624.4874	7608.3311	25603.634	35510.0578	15363.3097	20582.431	22889.2957	31679.9683	22024.0709	49835.4342	11943.8891	90396.6369	129697.1804	19711.4865	31739.4931	19727.5034	14055.6909	11398.6278	20348.5625	20144.2142	17213.5026	91704.7762	23889.9507	19148.5769	30146.0115	16273.6053	28381.2155	24298.9694	51341.5036	120450.4149	26293.3701	76588.4368	24690.2982	50345.4511	71700.5445	28202.8412	85111.6849	88045.6871	28074.7205	131294.1849	86123.8434	115209.7895	98324.4795	39240.2549	146036.4584	74160.6921	86964.5912	118998.3556	35041.8806	104675.3679	44855.3842	42718.5952	40113.2795	28728.93	20378.2585	38306.4624	50756.1454	23562.5067	20219.1502	22315.7907	22068.421
FASYN-INITIAL-PWY	2528.8158	2365.4346	13105.3889	8307.9002	5017.5686	498.4403	9613.0806	16595.333	11720.4358	8433.6245	8997.2383	10418.6241	9662.9262	4142.5241	4131.7769	17509.6009	5865.4605	13208.0155	3864.1012	6279.387	3251.5161	8777.7645	19271.446	3351.3002	7543.1532	5597.4516	7296.4428	7640.3522	1017.8478	9395.9868	10750.3743	16530.7063	2082.0956	5115.9968	3937.0446	7641.2398	4318.048	6018.3102	39.5753	2472.2192	9687.1752	3915.2692	7199.6519	3730.483	1591.9099	12750.7308	8874.4077	8024.3669	9476.1051	5328.2528	1333.2095	11242.1939	3304.4689	2536.425	9649.0213	1431.3439	4626.5625	12018.4809	4833.0754	6416.0108	6219.2176	15522.6543	4169.8546	14968.7874	8979.5311	31967.1747	45317.6085	2099.7879	18448.9311	7849.3973	4727.0967	8057.827	7848.2166	5217.4082	6859.3806	19781.1409	11799.8156	4708.1845	9012.2699	3714.5951	11248.4089	5882.2607	12231.8355	29045.4241	6801.922	13758.8202	6518.1865	15977.4437	23430.2329	7970.7756	23494.4521	12263.5359	8285.8076	54596.2618	29887.124	44144.6031	22307.344	4880.7323	15366.6502	23940.0817	16146.737	45014.5354	10350.7997	27349.4026	7796.938	10240.0592	7929.1595	11811.5113	4822.6235	6567.0735	21964.1063	4425.672	4932.3679	10424.801	4003.2396
FERMENTATION-PWY	5690.1667	7970.9485	30371.9212	28742.3174	16887.6298	19137.1079	52483.0103	54510.1872	25680.8978	41106.3209	25348.7789	44162.2879	23710.7609	14836.7278	22995.7295	30857.0845	25119.4192	28779.3233	22557.8933	10750.8203	15604.1309	20756.4256	50351.1239	16816.997	24316.877	11493.413	28982.6318	39327.8154	1096.621	23021.8813	35002.8693	16047.5678	9771.0265	15502.1656	9154.9972	32764.1706	10239.2483	13401.2891	111.2113	10621.1254	24467.5753	22006.1288	14121.1534	14176.3809	7037.1928	27433.2455	27670.0737	29486.5309	21596.651	32924.2123	6053.7301	15033.9842	13186.4081	11311.0792	24540.7271	9070.1161	23793.223	22953.0605	14141.2788	15360.3213	18163.3474	22679.1397	17614.2511	38489.8931	8248.9247	53963.6887	81412.2897	22386.8707	23433.9258	16586.6139	7429.3717	7540.7534	16707.9763	14606.6749	12919.8946	66336.9691	24448.1627	14785.1319	23550.3241	14923.6396	20512.5028	23400.3178	48518.9935	86900.2696	22179.5813	54530.8062	15362.935	30488.3479	41538.6911	19091.9843	70381.0604	72468.0045	15511.4603	70035.4072	54145.1859	76442.7651	66916.3538	42003.7932	129339.9627	63054.8243	65919.7167	94456.3105	33192.1544	101708.9143	42179.6374	37867.8039	37145.1097	31256.1979	20829.595	43816.2269	32757.0671	25725.9792	14765.725	18543.7792	18945.1545
FOLSYN-PWY	6646.7976	9446.9873	41751.4729	28948.6397	20836.5603	19652.6456	48133.99	55760.3297	26882.1755	35064.1709	31266.8436	37728.4526	32309.0343	18750.3985	25849.0256	40172.0015	26213.9122	43946.1802	22664.2555	17865.4127	17643.1784	27969.0137	73301.6576	14452.9521	29976.7421	16759.6458	24266.4077	51057.7904	1520.985	31717.0769	36717.3854	34481.1599	8395.1223	15613.3065	13672.9253	33298.9445	12590.6519	18313.5685	243.4635	10461.9913	31798.4514	21068.1996	19199.7654	12518.3962	8421.4023	33304.1829	26547.8848	33299.8622	29091.5247	35347.3398	7567.9442	19172.883	15444.8892	13402.1565	34727.5329	8801.1433	25413.0794	31629.1079	13747.2307	19376.3209	22978.1613	30245.7125	16621.4083	45620.6532	10237.777	81173.1113	116042.8201	18429.1132	30263.477	20781.6417	13014.3548	10548.1292	20559.3909	14936.5628	15762.2578	73778.8962	24592.1174	17865.5991	31675.7901	16901.8698	25372.7419	23763.9401	53505.4715	102839.1235	24118.4011	70297.0719	22701.3095	44104.0649	63166.9558	26614.2915	72627.5068	78102.296	27714.972	119718.9714	75226.6143	100054.6953	90656.7548	40736.8148	120236.8744	79586.9405	76431.0857	109658.4626	36249.8402	98265.0765	36094.9755	41934.8639	41956.2951	29808.7139	25673.6368	38931.628	46594.7965	23636.0114	20469.6592	22324.8031	21083.4047
FUC-RHAMCAT-PWY	1271.4483	1309.9903	5833.8285	5231.055	3655.6806	13015.7782	10574.1265	13262.1064	4514.8899	7227.8524	4572.9808	8555.103	4987.6202	2199.3992	4095.4485	8141.0075	4230.8359	5794.8626	3520.1182	2002.6883	3058.8326	5175.6482	11118.7678	2793.9168	4199.2806	2985.9831	6813.4178	6778.1251	27.7879	4632.9534	7928.894	2697.3856	1634.357	2170.9733	1352.1879	5700.7617	2829.3752	3056.3957	13.5048	1571.6741	4306.6209	3661.5206	3619.2401	2809.6906	1670.4505	5484.8859	5391.9755	5694.6649	4986.5719	6787.8623	947.3977	2203.8453	2829.4927	1905.8857	5456.3212	1849.6654	3136.721	4863.6885	2946.2082	3404.2922	4220.0153	5543.7025	3141.4517	7932.5964	1915.8127	9304.1706	15802.9391	4316.4488	4900.867	4041.1772	1033.7094	2127.1224	3553.2233	1604.3436	3238.3625	11050.1682	5325.8347	2757.575	4669.4365	3608.947	4270.8269	4214.1487	8618.9165	13240.074	4601.017	9638.7726	3493.6244	8864.1205	5409.9597	2681.0795	17124.3054	13774.2312	3253.2842	15125.11	10122.2328	14334.8827	12268.6165	8914.4326	30488.7917	13858.904	12219.9984	17815.4917	6988.9681	15369.3755	6373.2623	7896.0758	6333.7607	8117.5478	3597.7246	7131.5281	6173.3862	6881.7253	2566.0045	3968.1977	4484.548
FUCCAT-PWY	781.1352	723.4194	3272.2874	3818.9759	2575.504	13883.1265	9108.9355	10933.5069	3018.2281	5405.2092	2764.0938	8813.6099	5173.871	1527.7618	2718.904	5012.1963	3763.5151	3120.5405	3182.5658	1066.9882	2383.4892	3594.2672	8212.7802	2795.6156	2922.6334	1912.6839	6015.1491	4698.873	24.8847	3785.7386	5254.8778	1331.3814	1150.6445	1378.9741	722.7635	4361.0713	1808.9097	1983.0381	7.3256	961.6392	2517.7029	2424.3559	2250.6678	2477.553	1491.2495	3455.0129	3919.2275	3512.0578	2975.1918	6542.5254	759.2019	1185.3941	1812.385	1223.6437	3403.3287	1680.7049	2154.1407	2746.02	2030.3252	2370.4826	3343.0197	3120.1303	2285.9033	4776.8593	1116.6716	4970.4899	8633.5508	3083.0067	2777.2638	3354.1815	524.7012	1403.3056	2154.7666	851.0887	1925.0761	6098.3398	3514.2609	2140.4522	2800.7751	2509.051	2725.3768	2945.3621	8177.2914	7422.7436	4184.7747	9163.5361	2126.206	6095.7683	2817.9468	1418.7557	11484.2171	8638.895	1740.2776	8049.496	5462.2206	7628.8187	8006.8484	7572.998	20695.0296	9704.576	7988.2765	10110.6893	4949.1301	14612.9951	5260.3539	5147.3147	4842.9552	5578.5449	2286.684	6041.3387	3374.5203	5411.1113	1394.8573	2379.8111	3287.662
GALACT-GLUCUROCAT-PWY	4066.2982	5625.8359	17376.7339	17439.2745	11696.5247	50809.7833	33669.1615	37998.4637	15498.8608	25093.4349	15614.7992	34036.9276	14625.0428	8854.9997	13480.9048	25672.2728	18062.7276	19651.9874	14965.6691	7014.0982	10463.4299	17726.2585	39407.7587	12590.6043	14343.185	6525.8873	17077.9042	25405.0406	153.3638	16950.3966	17330.178	12026.1195	5476.5458	8485.5549	6054.9057	16810.52	7392.7408	9209.3975	61.6093	6627.7596	15361.7599	12645.428	10538.2352	8675.6183	4519.9034	14024.6337	19686.0712	15821.4085	15882.5324	20457.0304	4483.1216	9247.7623	10130.2765	7698.9527	14172.5299	5829.9962	11502.5536	13302.2878	7894.4018	9751.286	9591.7181	14532.8654	10290.1811	23244.6439	3838.2701	30715.067	50406.475	11839.5717	14159.2083	11341.8722	5644.3808	5267.8656	11036.4004	6491.9516	8947.3154	27907.9526	13874.833	9363.6795	15190.0226	9177.1126	11833.4382	15192.6305	27918.7774	45494.7186	14620.5982	37284.7654	10047.7031	20683.9792	24075.5915	14448.5367	42754.8103	36681.6401	11812.2327	49007.7968	32472.0725	47988.6459	43670.5373	30226.8681	60732.0843	44885.0688	41605.1213	69572.7405	23157.7517	75608.6967	24840.1813	27027.6442	22667.4767	18684.3774	12321.5607	24825.3461	19272.0685	13100.8518	10698.5673	12893.2057	16389.515
GALACTARDEG-PWY	105.9277	10.3915	232.6395	79.138	45.1007	370.6906	203.6325	291.2083	132.5841	119.6607	343.4359	395.9412	364.7495	5.9756	616.7151	66.9973	94.4642	29.7133	99.2164	27.3651	140.4609	60.6808	162.3152	15.8499	323.3811	70.065	215.3563	293.3589	0.0	231.5699	428.3284	89.6153	255.8242	13.8422	11.8539	90.7455	72.7917	13.8545	1.8794	59.5002	202.0337	152.6146	152.427	13.8578	22.9196	65.0384	1180.0431	636.6994	29.6998	117.5408	28.9823	17.8493	159.3749	178.1262	115.7617	232.1578	89.4442	49.032	119.0038	108.7543	13.9131	501.6868	265.8359	234.8985	12.1583	901.6037	971.9337	732.1061	67.0077	132.1865	20.4437	474.2878	33.2591	38.503	130.2162	125.9381	260.6443	17.8568	490.487	111.5846	37.468	274.6481	1183.2983	450.1086	19.8844	559.8662	27.6023	208.7852	65.927	13.9257	450.6654	150.4903	11.9114	201.5068	25.9232	673.0075	92.6112	818.0641	487.437	212.4517	275.3242	184.1493	938.6681	69.8056	772.4516	223.3065	744.2137	47.3774	54.5092	397.135	106.9094	112.4257	90.4032	98.4522	114.8044
